age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
28,0,0,8.01,0,4,1,0,4.38,0,0,10.0,1,7.45,757,0
26,0,1,7.36,2,1,2,1,3.45,1,0,8.5,1,3.32,629,0
28,0,2,6.73,1,5,4,0,2.32,1,0,19.0,1,5.62,349,2
21,1,1,6.3,1,2,1,2,0.7,2,0,11.0,1,7.38,665,2
28,0,1,7.71,2,7,1,0,1.42,1,0,17.0,0,6.52,608,0
24,0,2,7.75,2,1,4,0,0.33,1,0,11.0,1,9.0,370,0
31,1,1,6.18,3,3,5,3,0.03,0,1,20.5,0,7.61,774,2
21,0,2,5.61,1,2,3,3,8.48,0,1,14.5,0,4.14,411,1
28,2,1,8.0,2,2,1,1,0.75,0,0,7.5,1,3.49,584,1
24,1,0,7.54,0,5,1,0,0.08,0,0,12.0,0,7.5,240,0
26,0,1,8.28,1,4,1,0,0.31,0,0,10.0,0,3.19,304,0
28,0,0,6.88,0,3,3,1,1.0,1,0,14.5,0,7.1,543,0
24,1,0,6.1,2,5,4,0,2.15,0,0,18.0,1,9.58,452,0
34,0,1,8.48,1,4,2,2,2.77,0,0,15.0,1,7.03,548,2
23,0,2,8.06,2,4,3,1,2.49,1,0,16.5,1,5.72,624,1
34,0,1,8.18,3,5,3,1,0.45,0,0,17.5,1,7.5,335,0
29,0,2,6.97,1,5,1,0,3.33,1,0,13.0,1,6.21,458,2
23,1,0,6.82,1,3,1,0,5.13,1,0,9.0,1,6.82,533,1
29,2,0,7.19,2,5,5,3,2.02,1,0,25.5,1,9.59,595,0
33,1,0,7.82,2,4,1,0,2.71,0,0,10.0,1,5.7,300,1
22,1,0,8.46,1,3,1,0,2.58,0,0,8.0,1,9.73,268,0
34,2,0,7.68,2,1,5,3,0.97,2,0,18.5,1,9.34,472,1
22,0,1,7.55,1,3,3,1,0.16,1,0,14.5,1,4.37,632,0
22,0,2,8.51,1,0,4,1,1.53,0,0,9.5,1,3.49,471,1
26,0,1,7.22,1,0,4,0,1.21,0,0,8.0,1,3.71,334,2
23,0,1,7.62,3,0,3,1,1.66,0,0,7.5,0,3.13,371,2
33,0,0,6.32,2,3,3,1,4.58,3,0,16.5,1,3.66,411,2
29,1,2,7.71,0,5,3,1,0.69,0,0,17.5,1,7.78,232,1
24,0,0,7.79,2,5,1,1,0.19,0,0,13.5,1,3.5,448,1
21,1,0,6.39,3,4,4,1,0.5,0,0,17.5,0,5.23,356,1
24,0,2,8.21,3,3,1,0,1.63,0,0,8.0,1,8.91,447,0
21,0,0,7.09,1,4,2,1,0.35,0,1,13.5,1,3.16,659,1
34,0,0,7.39,1,5,1,0,0.21,0,0,12.0,1,8.7,593,0
25,0,1,7.42,5,7,4,1,4.98,0,0,23.5,1,4.97,527,2
24,0,0,8.7,2,5,5,0,0.76,0,0,20.0,1,3.83,395,0
28,1,0,7.51,3,1,4,1,1.19,0,1,11.5,1,7.88,551,1
28,2,0,6.32,1,1,4,3,0.38,0,0,14.5,1,7.4,287,2
27,0,2,6.99,1,2,3,1,0.55,1,0,12.5,1,9.14,340,0
23,0,2,6.84,1,5,4,0,2.18,0,1,18.0,1,8.15,410,2
21,0,0,7.44,3,1,4,0,0.26,0,0,10.0,1,8.62,573,2
21,0,2,8.4,0,6,2,0,1.63,0,0,16.0,1,4.97,358,2
32,0,1,8.19,2,3,3,0,0.82,0,0,12.0,1,4.24,469,2
31,0,1,8.49,1,1,1,2,0.33,0,0,7.0,1,8.25,300,0
23,2,2,7.81,1,1,2,1,1.56,2,0,9.5,0,8.65,541,1
26,0,1,7.71,0,2,4,0,0.03,0,0,12.0,1,9.93,516,0
27,1,0,8.33,2,7,5,1,2.39,0,0,25.5,1,5.89,607,2
26,1,2,8.44,2,2,2,0,2.01,0,1,8.0,0,5.6,439,0
34,2,1,7.26,1,2,1,0,0.36,0,0,6.0,1,8.43,561,2
34,0,1,6.78,1,4,4,3,0.35,0,0,20.5,1,5.39,257,0
26,0,1,8.45,0,3,3,1,0.88,0,0,13.5,0,9.52,328,1
26,0,2,7.9,1,6,4,1,0.32,1,0,22.5,0,9.01,386,2
33,0,1,8.85,4,4,2,2,1.29,0,0,15.0,1,6.0,327,0
23,0,1,8.86,2,3,4,0,2.48,0,0,14.0,1,8.26,449,2
26,0,2,7.27,0,0,5,1,0.83,0,0,11.5,1,8.28,606,2
28,1,0,6.19,0,3,2,2,1.7,0,0,13.0,1,3.72,429,2
31,1,1,7.58,3,3,5,0,2.36,1,0,17.0,1,9.32,398,2
31,0,2,8.18,0,3,4,1,0.17,0,0,15.5,1,6.54,617,0
22,0,1,7.71,2,1,5,0,1.92,0,1,12.0,0,8.79,289,2
25,0,1,5.8,1,4,2,1,1.85,2,1,15.5,1,5.24,423,2
34,0,0,6.88,2,5,1,0,0.44,0,0,12.0,1,9.27,359,2
21,1,0,7.26,0,2,5,1,3.96,0,1,15.5,1,5.72,461,0
32,0,0,7.07,3,1,3,2,1.25,0,0,11.0,1,3.08,393,0
21,0,1,8.41,1,8,5,2,0.69,2,0,31.0,1,9.34,274,0
25,0,2,6.19,2,0,3,0,2.83,0,1,6.0,0,3.64,423,1
32,0,2,7.82,1,2,3,0,2.46,0,1,10.0,1,5.24,401,2
33,0,1,8.17,2,3,3,2,2.01,0,0,15.0,1,9.65,410,2
23,0,0,7.75,0,4,2,1,7.66,0,1,13.5,1,9.65,282,2
24,0,1,6.59,2,2,5,3,1.2,0,0,18.5,1,7.01,480,2
23,0,1,8.63,0,2,4,1,1.36,1,0,14.5,1,7.42,505,1
21,0,1,7.77,4,1,3,0,6.59,1,0,9.0,1,6.14,446,2
21,2,2,8.1,0,4,1,1,1.13,0,0,11.5,1,5.05,403,0
32,0,1,7.44,2,3,5,2,2.37,0,0,19.0,1,5.3,347,0
32,1,2,6.5,0,6,4,2,0.48,0,1,23.0,1,7.71,387,1
34,1,2,8.26,0,4,1,0,0.31,2,0,12.0,1,8.27,613,0
33,1,1,6.9,1,2,4,0,3.71,0,0,12.0,1,8.54,391,2
34,0,1,7.41,3,2,4,1,0.36,1,0,14.5,1,8.53,458,2
25,0,0,7.88,0,4,5,1,0.42,1,0,20.5,1,3.64,462,2
26,0,1,6.64,1,3,5,0,0.5,1,0,17.0,1,6.46,337,2
23,0,1,7.47,3,3,5,1,1.41,1,1,18.5,1,3.4,386,2
32,0,1,6.24,3,1,5,2,1.55,0,0,15.0,1,6.85,480,0
29,0,2,8.04,2,0,1,0,1.53,1,0,3.0,0,6.09,369,1
25,0,1,7.3,2,4,1,2,0.46,0,0,13.0,1,9.21,347,1
28,0,0,7.75,4,1,1,1,1.16,0,0,5.5,0,5.46,233,2
33,1,0,7.78,3,8,5,0,0.74,0,0,26.0,0,3.82,528,0
21,0,1,7.41,2,1,3,0,1.69,1,0,9.0,1,4.0,365,2
34,1,0,6.88,1,2,4,0,0.71,0,0,12.0,0,8.33,330,2
25,0,0,7.53,1,4,3,3,1.09,0,0,18.5,1,7.33,440,0
23,1,1,7.49,2,3,2,0,0.07,1,0,11.0,0,3.71,487,0
32,1,2,7.92,1,0,4,0,1.63,0,0,8.0,1,3.59,382,2
21,0,2,8.16,0,2,4,0,1.29,1,1,13.0,0,7.91,650,1
24,0,1,7.12,1,5,1,2,1.95,1,0,16.0,1,3.51,604,2
33,1,2,7.1,2,2,4,1,1.4,0,0,13.5,0,8.75,424,0
25,1,0,7.01,0,1,3,0,4.42,1,0,9.0,1,7.94,484,0
27,0,0,7.5,3,2,3,2,7.3,0,0,13.0,0,3.57,245,0
21,0,1,7.66,1,3,2,0,0.64,0,0,10.0,1,3.59,516,2
23,0,2,8.59,0,3,4,1,2.09,0,0,15.5,0,9.91,472,2
22,0,1,6.84,2,4,5,1,4.03,1,0,20.5,1,5.62,205,1
29,0,1,7.91,1,3,1,1,1.7,1,0,10.5,1,5.59,397,0
30,0,2,8.9,5,6,2,1,3.05,1,0,18.5,1,8.69,259,2
26,0,2,7.16,1,4,2,0,1.6,0,0,12.0,0,9.63,545,1
30,1,2,7.09,1,4,2,5,0.96,0,0,19.5,0,9.9,287,1
23,0,1,7.73,0,5,3,1,2.14,1,0,18.5,1,8.27,248,0
28,1,0,7.67,0,2,2,3,0.63,0,0,12.5,1,5.63,322,1
34,0,1,7.29,1,2,4,0,0.45,1,0,13.0,1,3.58,422,0
28,1,2,7.53,1,4,1,3,1.05,0,0,14.5,0,8.44,425,0
22,0,2,8.57,2,3,4,2,0.39,0,0,17.0,0,6.91,341,1
26,0,1,7.69,1,3,5,0,0.12,0,0,16.0,1,5.97,439,2
27,2,1,7.16,1,5,3,0,2.93,1,1,17.0,0,9.34,352,0
22,0,0,6.54,4,0,3,1,0.37,0,0,7.5,0,3.78,463,0
31,0,2,7.67,3,3,5,0,0.65,1,0,17.0,1,6.45,524,2
30,0,1,7.75,1,2,1,0,1.0,0,0,6.0,1,3.08,449,2
22,0,1,7.05,0,4,4,1,3.73,0,0,17.5,1,6.28,414,0
30,0,2,7.81,1,2,2,0,0.01,1,0,9.0,1,3.39,439,1
21,2,0,6.79,0,3,3,0,7.47,0,0,12.0,1,3.83,331,2
28,0,0,7.27,3,5,4,0,0.82,0,0,18.0,1,3.82,541,1
21,2,1,7.22,1,2,1,1,0.18,0,0,7.5,0,7.54,433,0
29,1,0,8.21,3,3,4,1,1.29,2,0,17.5,0,8.22,605,0
31,1,1,6.43,2,5,3,2,1.42,0,0,19.0,1,7.08,671,0
26,0,2,7.61,2,4,4,3,0.86,0,1,20.5,1,9.74,261,1
27,1,0,7.75,1,1,4,0,0.79,1,1,11.0,0,5.62,514,0
33,0,0,7.59,1,1,2,2,0.6,0,0,9.0,1,5.0,401,1
30,1,0,6.73,1,4,5,1,3.43,1,0,20.5,1,9.08,466,2
27,0,2,9.06,3,5,2,1,0.65,0,0,15.5,1,4.57,431,0
30,0,1,8.67,2,1,3,0,0.06,0,0,8.0,1,9.74,293,0
23,0,1,9.36,1,4,3,0,4.72,0,0,14.0,1,3.09,515,2
22,0,1,6.03,3,4,4,0,0.36,0,0,16.0,1,9.79,361,2
29,1,0,7.84,0,2,4,0,1.3,0,0,12.0,0,3.3,617,1
28,0,1,6.35,0,9,1,0,0.84,0,0,20.0,1,9.24,409,2
33,2,2,6.94,2,2,2,0,0.44,0,0,8.0,0,6.69,464,0
32,1,0,6.61,2,0,5,0,0.12,1,0,11.0,0,9.95,506,2
30,0,2,7.79,1,7,5,1,0.71,0,0,25.5,1,3.52,499,0
27,0,2,7.76,1,0,1,0,1.18,1,0,3.0,1,6.88,512,1
29,0,2,5.28,1,3,5,2,0.25,1,0,20.0,1,9.79,520,2
24,1,1,8.54,3,2,3,0,1.2,0,0,10.0,1,6.66,419,2
33,1,2,7.82,0,2,5,2,0.87,1,0,18.0,1,7.41,394,1
24,1,1,8.19,2,6,3,0,1.52,1,2,19.0,1,7.87,523,1
21,0,2,7.75,1,3,3,0,0.88,0,0,12.0,1,6.18,452,1
28,0,2,7.36,3,4,5,0,0.68,0,0,18.0,1,7.39,353,1
34,0,1,7.83,2,2,5,1,0.37,1,0,16.5,1,7.09,445,2
34,0,0,7.81,2,0,3,1,1.59,0,0,7.5,0,9.31,277,0
32,0,1,7.94,2,3,5,0,1.01,0,0,16.0,1,3.32,420,2
23,1,2,7.48,1,5,3,1,2.0,0,0,17.5,1,4.97,418,2
27,0,1,6.99,2,4,3,0,4.0,1,0,15.0,0,9.65,438,1
32,0,0,7.71,2,5,4,2,0.12,1,0,22.0,1,9.23,445,2
22,1,2,8.57,1,4,2,3,3.78,0,0,16.5,1,6.19,527,1
22,1,1,6.52,0,6,4,0,0.97,0,0,20.0,0,7.34,599,2
27,1,0,7.89,3,1,4,1,1.78,1,0,12.5,1,4.94,382,2
26,1,2,7.25,3,3,5,1,0.72,0,0,17.5,1,4.32,371,0
23,1,1,7.22,0,2,2,0,2.3,0,0,8.0,0,6.25,454,2
29,0,1,7.11,2,6,4,1,0.16,1,0,22.5,0,5.47,325,2
30,0,2,7.92,2,0,2,1,0.12,0,0,5.5,0,7.09,658,1
34,0,0,7.54,1,3,1,2,0.01,1,0,12.0,1,3.54,447,1
33,1,0,8.79,3,4,3,1,0.68,0,0,15.5,1,9.82,338,1
26,1,0,7.74,1,3,1,0,1.06,1,0,9.0,1,9.9,362,2
30,0,0,7.4,2,4,3,1,0.61,0,0,15.5,1,7.89,352,1
30,1,1,8.26,1,3,2,0,0.26,1,0,11.0,1,6.75,550,2
26,0,2,8.82,1,1,2,0,1.59,1,0,7.0,1,5.17,469,0
21,1,1,8.74,2,2,1,1,0.09,0,1,7.5,1,8.7,684,2
24,0,0,8.48,1,1,2,2,0.37,1,0,10.0,0,7.79,37,2
30,0,2,7.29,1,5,2,0,1.54,2,0,16.0,1,4.14,588,2
26,1,2,6.94,1,1,4,1,1.92,1,0,12.5,1,9.38,156,1
26,0,2,7.48,1,1,4,2,0.36,0,0,13.0,0,8.76,329,2
31,0,2,8.52,0,5,2,1,3.15,1,0,16.5,0,9.65,428,2
32,2,0,7.92,2,2,2,1,0.14,1,0,10.5,1,8.08,348,1
25,0,1,7.66,0,3,2,3,0.66,0,0,14.5,1,7.29,354,1
21,1,1,7.86,4,4,4,1,2.22,1,0,18.5,1,5.93,530,0
28,0,2,7.11,0,4,3,0,1.29,0,0,14.0,1,9.53,590,0
25,0,1,7.55,1,4,2,0,4.82,0,0,12.0,1,9.06,546,0
32,0,1,7.45,0,4,1,0,0.22,0,1,10.0,1,3.32,480,1
32,0,0,6.73,0,1,4,1,0.62,0,0,11.5,1,3.18,457,0
32,1,2,6.5,3,3,1,1,2.53,1,2,10.5,1,5.64,232,0
25,0,0,7.84,2,4,2,2,3.66,0,0,15.0,1,8.67,380,0
27,1,1,8.14,2,4,4,2,0.71,1,0,20.0,1,9.91,325,0
24,0,0,7.37,1,3,5,2,2.63,0,0,19.0,1,4.05,581,1
26,0,0,7.65,0,4,4,0,0.51,0,0,16.0,0,7.16,583,0
33,0,0,8.87,0,2,2,0,0.01,1,0,9.0,0,5.67,327,0
24,1,2,6.41,1,1,2,1,10.45,0,0,7.5,1,9.79,251,0
34,0,1,7.06,3,0,5,1,1.67,0,0,11.5,1,8.89,675,2
23,1,0,8.31,2,1,4,1,0.17,1,0,12.5,1,8.87,720,2
27,0,0,7.21,1,2,4,0,0.63,0,0,12.0,0,6.28,311,0
28,1,1,7.29,1,4,5,1,0.07,0,0,19.5,0,5.9,281,0
24,1,1,7.18,3,6,3,2,1.3,0,0,21.0,1,4.91,383,2
33,2,1,5.89,3,2,2,1,1.1,1,1,10.5,1,3.39,508,0
22,0,2,7.06,0,6,2,0,0.98,0,0,16.0,0,9.05,542,2
32,0,0,6.28,3,5,5,1,1.95,0,0,21.5,0,8.69,316,0
30,1,1,7.4,1,0,4,0,1.53,0,0,8.0,1,10.0,646,0
34,1,0,8.89,0,4,1,4,1.95,0,0,16.0,0,9.98,361,0
23,0,0,7.85,1,4,2,1,2.75,0,1,13.5,0,6.89,445,0
21,1,2,7.74,2,1,4,1,0.43,2,0,13.5,0,8.38,409,0
28,0,2,7.54,1,3,2,2,0.06,0,0,13.0,1,9.61,385,2
23,1,0,7.95,1,2,2,2,0.44,1,0,12.0,1,8.95,668,0
32,1,1,6.62,3,1,1,2,0.12,1,0,8.0,1,4.73,182,0
30,0,2,7.88,3,1,3,2,4.13,0,0,11.0,1,6.15,456,1
27,0,2,7.47,1,3,2,0,0.01,0,0,10.0,1,3.9,610,0
30,1,2,7.38,2,3,2,0,0.53,3,0,13.0,1,9.68,210,2
25,0,0,6.7,2,5,2,0,4.13,1,0,15.0,1,7.24,414,1
30,1,1,6.99,2,1,4,1,2.5,0,0,11.5,0,4.6,520,2
25,0,2,7.11,1,6,4,0,2.53,0,1,20.0,0,7.7,575,2
34,0,0,7.33,2,2,1,1,3.34,0,0,7.5,1,7.33,465,2
27,1,2,9.51,1,6,4,0,0.54,1,0,21.0,0,5.51,291,0
29,0,0,7.37,1,5,1,1,1.34,0,0,13.5,0,3.79,509,1
32,0,1,8.3,2,0,1,2,0.86,1,0,6.0,0,7.7,352,1
25,0,1,7.98,0,4,1,0,0.14,1,0,11.0,1,6.64,480,2
21,0,0,7.35,1,6,2,1,1.14,0,1,17.5,1,8.41,217,0
30,0,1,7.76,1,2,2,1,3.08,1,2,10.5,1,6.64,422,2
30,0,0,7.63,0,2,2,3,0.24,0,0,12.5,1,8.97,444,2
21,0,0,6.65,4,0,5,1,0.51,1,0,12.5,1,6.86,399,1
22,1,2,8.83,3,1,3,1,0.48,0,0,9.5,1,6.93,489,1
34,0,2,7.88,0,6,5,0,3.88,1,0,23.0,0,9.14,494,2
26,1,2,7.31,1,2,3,1,0.75,1,0,12.5,1,5.82,661,0
29,0,0,6.73,0,6,4,0,3.75,0,2,20.0,1,3.94,353,2
28,0,1,6.29,0,6,3,0,0.03,0,1,18.0,1,3.2,558,1
33,0,1,8.05,2,1,5,3,2.2,0,0,16.5,1,8.29,446,2
25,2,2,7.52,2,5,3,2,0.48,0,0,19.0,1,7.34,523,1
21,0,1,9.53,0,1,1,2,3.3,0,0,7.0,1,7.93,507,1
33,0,0,7.96,0,3,3,1,0.02,0,0,13.5,1,4.49,443,2
27,0,1,8.15,5,0,5,0,1.82,0,0,10.0,1,3.95,530,2
25,0,2,9.23,1,3,5,1,0.8,0,0,17.5,1,3.1,338,0
26,0,1,7.25,1,5,5,0,2.22,0,0,20.0,1,5.45,518,2
33,1,0,8.23,0,1,5,0,0.95,0,1,12.0,1,7.13,273,2
27,1,0,5.75,3,3,5,0,0.15,0,1,16.0,1,5.75,503,2
23,1,2,7.69,0,2,1,1,1.12,0,0,7.5,0,6.06,529,1
32,1,0,7.47,1,1,5,2,2.65,0,0,15.0,1,9.33,231,0
30,1,0,9.17,3,2,1,0,1.73,1,0,7.0,1,5.44,303,1
23,1,1,7.86,1,2,1,0,0.25,2,0,8.0,1,6.6,355,0
25,0,1,8.04,0,1,3,0,3.2,0,0,8.0,0,8.49,568,1
26,0,2,9.11,2,2,2,1,0.22,2,1,11.5,1,5.78,572,2
29,1,0,7.15,2,2,1,0,0.17,1,0,7.0,1,7.35,402,2
33,0,2,7.11,2,3,5,1,1.29,0,0,17.5,1,9.04,482,1
34,1,1,7.46,1,4,5,1,0.39,0,0,19.5,0,9.65,318,0
32,1,2,6.5,2,3,5,2,0.67,0,0,19.0,1,4.03,422,0
25,0,1,9.37,1,1,5,0,3.74,0,1,12.0,1,9.49,554,2
21,0,0,7.29,1,4,5,3,0.66,1,1,23.5,1,6.44,569,2
34,1,1,7.5,3,1,5,2,0.77,0,1,15.0,1,4.81,626,2
34,0,0,8.76,4,0,1,1,1.29,2,1,5.5,1,6.21,352,2
34,0,2,8.26,0,6,2,2,4.02,0,1,19.0,1,9.86,429,1
24,0,0,9.67,1,4,4,0,0.1,0,0,16.0,0,6.45,326,0
25,0,1,7.43,1,2,2,2,0.09,1,0,12.0,1,5.3,465,0
32,0,2,6.73,2,5,2,1,0.36,0,0,15.5,1,7.43,408,2
30,1,1,8.15,1,1,4,2,0.82,0,0,13.0,1,4.68,469,0
30,0,1,6.74,0,5,1,0,2.62,1,0,13.0,0,3.53,411,1
25,0,2,8.26,1,1,2,0,3.37,0,0,6.0,1,3.9,758,0
27,0,1,7.64,4,3,2,2,4.99,2,0,15.0,1,3.9,500,0
24,1,0,7.38,1,6,4,1,1.48,0,0,21.5,1,4.06,362,0
21,0,1,7.88,4,3,4,4,0.96,0,0,20.0,1,3.97,409,1
34,0,0,7.12,0,5,3,1,0.4,1,0,18.5,0,7.49,476,0
34,0,2,7.69,3,5,4,1,1.05,0,0,19.5,1,4.27,344,0
25,0,0,8.28,2,1,4,0,1.0,1,0,11.0,1,5.42,407,0
27,2,1,6.7,1,1,1,0,4.42,1,0,5.0,0,9.28,277,2
30,0,2,6.64,3,3,5,0,0.45,1,1,17.0,0,6.32,385,0
30,1,0,7.22,4,3,5,2,2.21,0,0,19.0,1,7.67,342,0
26,0,1,8.26,4,3,3,2,6.03,0,1,15.0,1,4.21,214,2
25,0,0,7.61,1,6,3,2,1.38,1,1,22.0,0,4.35,425,2
24,0,2,6.68,2,5,4,0,1.64,0,1,18.0,1,3.29,353,1
22,0,0,8.26,2,3,3,0,1.1,1,0,13.0,1,4.18,199,0
24,1,1,7.32,3,4,1,0,1.72,0,0,10.0,1,4.95,553,1
30,0,1,8.33,0,3,4,0,1.6,2,0,16.0,1,4.24,555,0
30,2,1,5.9,2,3,1,2,4.3,1,0,12.0,1,3.62,358,2
23,0,2,7.03,1,5,3,1,1.21,1,0,18.5,1,3.84,526,0
30,0,2,7.33,0,4,4,1,0.52,0,0,17.5,1,6.23,330,1
21,1,0,7.29,5,1,4,2,6.15,1,0,14.0,1,4.44,366,1
28,1,1,6.72,2,1,4,0,0.41,0,0,10.0,1,5.55,410,2
25,0,2,8.97,1,2,1,0,2.66,0,0,6.0,1,6.52,607,2
33,1,1,7.9,4,3,5,0,1.18,0,0,16.0,1,7.83,450,1
24,0,0,6.94,0,3,2,1,0.89,0,1,11.5,1,3.28,540,1
28,1,0,8.05,3,4,5,0,2.56,0,0,18.0,1,8.6,248,2
27,0,2,6.85,3,4,5,2,0.63,2,1,23.0,1,7.4,384,2
22,0,1,6.57,2,2,4,2,2.09,3,0,18.0,1,3.57,541,0
21,0,0,5.96,0,2,5,0,1.53,0,1,14.0,1,9.12,433,1
32,1,2,7.64,1,5,5,1,0.25,0,0,21.5,1,9.45,425,1
31,0,2,7.23,2,1,2,1,1.32,1,0,8.5,1,3.43,400,0
24,0,2,7.73,3,1,1,3,0.48,0,0,8.5,1,4.94,553,0
28,1,1,6.56,1,6,3,1,0.69,0,0,19.5,1,8.64,452,0
32,0,0,7.65,0,1,4,3,0.06,0,0,14.5,1,8.24,291,2
22,0,1,7.54,0,4,3,0,4.26,1,0,15.0,1,4.29,363,2
23,1,0,7.66,2,1,2,0,0.16,1,0,7.0,0,4.47,720,0
32,0,1,8.07,1,3,4,2,0.15,1,0,18.0,1,5.59,439,1
21,1,2,8.09,0,1,2,2,0.15,0,0,9.0,0,6.39,205,0
21,1,1,8.51,2,1,1,0,2.4,0,1,4.0,0,7.33,482,2
33,1,2,6.04,0,1,1,1,3.04,0,0,5.5,1,5.58,537,2
23,0,0,7.55,3,0,1,0,2.15,0,0,2.0,0,6.24,605,0
31,1,2,8.25,2,3,2,1,0.24,0,0,11.5,0,8.23,416,2
25,0,0,7.29,1,2,2,1,0.45,0,0,9.5,0,3.26,698,0
32,0,0,6.86,1,2,2,1,3.0,1,0,10.5,1,4.77,510,2
23,1,0,6.45,2,3,1,1,0.68,0,0,9.5,1,7.99,712,0
21,1,0,7.43,1,3,1,2,0.7,3,0,14.0,1,9.27,437,1
21,0,0,6.29,1,3,5,1,0.16,0,0,17.5,0,6.58,590,2
28,0,2,7.47,0,5,3,2,0.24,0,0,19.0,0,6.72,691,0
30,0,0,6.91,0,2,5,1,2.52,0,0,15.5,0,3.75,427,2
31,1,0,7.34,0,3,3,0,3.5,0,0,12.0,0,6.13,314,0
32,0,0,7.37,1,3,4,1,0.29,0,0,15.5,1,6.73,270,2
33,1,0,7.73,2,4,5,1,1.58,2,0,21.5,0,4.7,410,1
33,0,0,8.8,2,3,5,1,3.01,0,0,17.5,1,4.88,330,0
32,0,1,8.13,0,4,3,0,0.81,1,1,15.0,1,5.64,365,0
34,1,0,7.01,3,5,1,1,0.59,0,3,13.5,1,3.14,400,0
22,0,1,7.51,0,3,3,1,0.16,0,1,13.5,0,5.25,438,2
33,0,1,7.14,2,3,5,2,0.15,1,0,20.0,1,4.48,416,0
23,0,2,7.38,0,3,5,1,0.26,3,0,20.5,0,5.29,270,1
22,0,2,8.66,1,4,5,1,0.22,0,0,19.5,0,3.84,260,1
23,0,0,6.86,1,3,2,1,0.24,1,0,12.5,1,9.23,690,0
27,1,2,7.63,0,4,4,1,0.47,0,0,17.5,0,7.16,579,1
21,0,0,7.18,3,0,1,2,0.85,1,0,6.0,0,7.75,450,0
30,0,2,7.56,0,2,5,3,1.22,0,0,18.5,1,8.52,656,2
28,0,1,6.39,3,2,5,0,1.53,1,0,15.0,0,6.49,435,0
33,2,2,8.62,1,2,1,1,1.3,0,0,7.5,1,3.61,330,0
30,0,0,8.08,2,2,1,1,0.56,0,0,7.5,0,6.76,614,2
30,1,2,8.25,4,3,1,0,1.01,0,0,8.0,1,7.11,575,0
30,0,2,7.41,1,2,3,0,1.06,1,0,11.0,1,8.22,622,2
34,0,1,7.49,2,2,4,1,2.55,0,0,13.5,1,6.02,351,1
22,0,1,6.79,3,3,3,0,1.1,0,0,12.0,0,3.89,368,0
23,0,1,5.52,0,8,3,0,0.83,1,0,23.0,1,4.99,436,2
29,0,0,8.73,3,1,4,0,0.33,1,0,11.0,0,5.54,359,0
27,1,0,8.92,3,3,2,0,0.38,1,0,11.0,1,7.52,381,1
24,2,1,6.91,3,3,2,1,0.02,0,0,11.5,0,7.0,452,2
30,2,0,7.66,1,1,5,2,1.52,1,0,16.0,1,5.49,352,1
25,0,1,7.22,0,1,1,1,0.76,0,1,5.5,1,9.91,426,2
22,0,1,9.08,3,2,5,0,1.52,0,0,14.0,0,7.24,425,0
33,0,1,7.2,3,1,4,4,2.17,0,0,16.0,1,4.66,401,2
31,0,0,7.87,1,3,2,3,0.27,0,0,14.5,0,3.71,738,0
33,0,1,7.75,2,0,4,0,1.19,0,0,8.0,1,4.07,502,1
28,0,1,8.86,4,2,4,0,0.16,0,0,12.0,1,4.72,511,1
24,0,1,7.08,1,3,4,2,4.45,0,1,17.0,1,4.12,458,2
29,1,2,8.2,1,3,4,1,0.31,0,0,15.5,0,4.31,414,1
25,1,0,6.93,3,4,4,1,0.74,0,0,17.5,1,5.0,270,2
33,1,0,7.35,2,1,3,1,0.92,0,1,9.5,1,4.21,274,2
29,0,0,6.39,3,2,5,0,0.3,0,1,14.0,1,9.28,450,1
24,0,0,7.03,1,0,2,0,0.43,0,0,4.0,1,3.56,538,2
30,0,2,7.64,2,1,1,1,1.61,0,0,5.5,1,6.67,299,2
25,0,0,8.24,1,3,4,0,2.06,0,0,14.0,1,5.87,418,2
29,1,1,5.91,0,2,1,3,0.17,0,1,10.5,1,9.88,578,2
28,0,1,9.08,0,2,1,0,0.86,3,2,9.0,1,3.78,481,0
23,0,0,7.52,2,1,1,0,0.16,0,0,4.0,0,5.78,455,0
21,0,1,7.63,1,4,3,2,1.09,0,0,17.0,1,9.79,407,2
23,1,1,8.68,3,0,2,0,1.56,0,0,4.0,0,9.06,480,1
24,0,0,7.65,2,2,3,1,2.38,0,0,11.5,1,8.72,394,0
22,2,1,8.12,1,3,3,0,0.91,1,0,13.0,0,4.81,378,0
21,0,1,7.4,0,0,4,0,2.32,0,0,8.0,1,4.2,561,1
27,1,1,7.91,2,2,1,1,0.19,0,0,7.5,1,7.68,506,0
28,0,0,6.06,2,1,4,4,0.55,0,0,16.0,1,9.51,769,1
27,0,0,6.76,1,1,4,1,1.2,0,0,11.5,0,6.9,541,0
34,0,1,6.16,1,2,5,1,2.13,0,0,15.5,1,7.0,504,0
25,0,1,8.22,1,2,2,0,1.25,1,1,9.0,1,4.96,302,0
32,0,1,7.29,1,4,3,1,0.53,2,0,17.5,0,8.39,266,0
21,0,1,6.54,1,0,2,0,3.71,1,2,5.0,1,4.31,690,0
27,0,1,7.49,1,3,4,1,0.82,0,0,15.5,1,5.27,468,0
33,0,0,6.52,1,4,2,1,0.36,1,0,14.5,1,5.98,398,2
27,1,0,6.31,1,3,1,0,0.06,1,0,9.0,0,6.55,198,2
29,0,1,7.38,2,3,3,4,1.31,0,0,18.0,1,4.7,786,0
